gene	gene_id	polyA_length	G_readsnum	average_G_content
AT4G33700|AT4G33700.2	AT4G33700	22	NA	NA
AT4G36850|AT4G36850.2	AT4G36850	36	NA	NA
AT4G38040|AT4G38040.1	AT4G38040	30	NA	NA
AT5G02310|AT5G02310.3	AT5G02310	28	NA	NA
AT5G02840|AT5G02840.3	AT5G02840	27	NA	NA
AT5G04230|AT5G04230.2	AT5G04230	35	NA	NA
AT5G04905|AT5G04905.1	AT5G04905	23	NA	NA
AT5G04910|AT5G04910.1	AT5G04910	37	NA	NA
AT5G07370|AT5G07370.2	AT5G07370	29	NA	NA
AT5G07840|AT5G07840.1	AT5G07840	26	NA	NA
AT5G07950|AT5G07950.1	AT5G07950	19	NA	NA
AT5G08080|AT5G08080.4	AT5G08080	38	NA	NA
AT5G08570|AT5G08570.3	AT5G08570	30	NA	NA
AT5G09740|AT5G09740.2	AT5G09740	14	NA	NA
AT5G10410|AT5G10410.1	AT5G10410	35	NA	NA
AT5G12970|AT5G12970.1	AT5G12970	26	NA	NA
AT5G15330|AT5G15330.2	AT5G15330	40	NA	NA
AT5G15730|AT5G15730.2	AT5G15730	28	NA	NA
AT5G16270|AT5G16270.1	AT5G16270	36	NA	NA
AT5G16490|AT5G16490.1	AT5G16490	45	NA	NA
AT5G17000|AT5G17000.1	AT5G17000	19	NA	NA
AT5G17820|AT5G17820.1	AT5G17820	34	NA	NA
AT5G18940|AT5G18940.1	AT5G18940	26	NA	NA
AT5G20510|AT5G20510.1	AT5G20510	21	NA	NA
AT5G20660|AT5G20660.4	AT5G20660	37	NA	NA
AT5G23070|AT5G23070.1	AT5G23070	31	NA	NA
AT5G23400|AT5G23400.1	AT5G23400	43	NA	NA
AT5G37780|AT5G37780.4	AT5G37780	28	NA	NA
AT5G38050|AT5G38050.1	AT5G38050	35	NA	NA
AT5G38895|AT5G38895.1	AT5G38895	20	NA	NA
AT5G38940|AT5G38940.1	AT5G38940	18	NA	NA
AT5G42540|AT5G42540.2	AT5G42540	43	NA	NA
AT5G43870|AT5G43870.1	AT5G43870	40	NA	NA
AT5G44350|AT5G44350.1	AT5G44350	26	NA	NA
AT5G46700|AT5G46700.1	AT5G46700	27	NA	NA
AT5G47240|AT5G47240.1	AT5G47240	34	NA	NA
AT5G48150|AT5G48150.4	AT5G48150	41	NA	NA
AT5G49215|AT5G49215.1	AT5G49215	24	NA	NA
AT5G50375|AT5G50375.3	AT5G50375	36	NA	NA
AT5G52250|AT5G52250.1	AT5G52250	27	NA	NA
AT5G52860|AT5G52860.1	AT5G52860	26	NA	NA
AT5G53000|AT5G53000.1	AT5G53000	36	NA	NA
AT5G55630|AT5G55630.1	AT5G55630	29	NA	NA
AT5G56530|AT5G56530.1	AT5G56530	28	NA	NA
AT5G58140|AT5G58140.1	AT5G58140	30	NA	NA
AT5G58220|AT5G58220.2	AT5G58220	41	NA	NA
AT5G62480|AT5G62480.2	AT5G62480	36	NA	NA
AT5G63000|AT5G63000.1	AT5G63000	20	NA	NA
AT5G65000|AT5G65000.2	AT5G65000	24	NA	NA
AT5G65650|AT5G65650.1	AT5G65650	26	NA	NA
AT5G66055|AT5G66055.2	AT5G66055	43	NA	NA
AT5G67400|AT5G67400.1	AT5G67400	35	NA	NA
ATMG00513|ATMG00513.1	ATMG00513	15	NA	NA
AT1G01060|AT1G01060.4	AT1G01060	32	1	0.008032129
AT1G01640|AT1G01640.2	AT1G01640	25.5	1	0.004484305
AT1G02000|AT1G02000.1	AT1G02000	32	1	0.004608295
AT1G02500|AT1G02500.2	AT1G02500	35.5	1	0.003623188
AT1G03080|AT1G03080.2	AT1G03080	30.5	NA	NA
AT1G04080|AT1G04080.2	AT1G04080	42	1	0.003401361
AT1G04080|AT1G04080.5	AT1G04080	35.5	1	0.003546099
AT1G05870|AT1G05870.6	AT1G05870	32.5	1	0.003831418
AT1G06130|AT1G06130.2	AT1G06130	30	1	0.008368201
AT1G06360|AT1G06360.1	AT1G06360	36	1	0.003194888
AT1G08210|AT1G08210.1	AT1G08210	30	NA	NA
AT1G09467|AT1G09467.1	AT1G09467	16.5	1	0.006711409
AT1G09610|AT1G09610.1	AT1G09610	34	1	0.003355705
AT1G11360|AT1G11360.4	AT1G11360	37.5	NA	NA
AT1G12610|AT1G12610.1	AT1G12610	29	1	0.003787879
AT1G14290|AT1G14290.2	AT1G14290	26	1	0.004975124
AT1G14630|AT1G14630.1	AT1G14630	20	1	0.005952381
AT1G15860|AT1G15860.1	AT1G15860	27.5	1	0.004651163
AT1G16030|AT1G16030.1	AT1G16030	43	1	0.002906977
AT1G18660|AT1G18660.1	AT1G18660	23	1	0.004366812
AT1G19400|AT1G19400.4	AT1G19400	34.5	NA	NA
AT1G19480|AT1G19480.1	AT1G19480	40.5	1	0.002994012
AT1G20030|AT1G20030.2	AT1G20030	22	1	0.004504505
AT1G20840|AT1G20840.1	AT1G20840	40.5	1	0.003278689
AT1G21120|AT1G21120.2	AT1G21120	31.5	1	0.003496503
AT1G21350|AT1G21350.3	AT1G21350	26.5	1	0.004132231
AT1G21380|AT1G21380.1	AT1G21380	28.5	1	0.009259259
AT1G21400|AT1G21400.1	AT1G21400	31	NA	NA
AT1G22140|AT1G22140.3	AT1G22140	25	1	0.004405286
AT1G22885|AT1G22885.1	AT1G22885	31	1	0.003984064
AT1G23080|AT1G23080.2	AT1G23080	40	NA	NA
AT1G24040|AT1G24040.1	AT1G24040	27	1	0.004587156
AT1G25360|AT1G25360.1	AT1G25360	17	NA	NA
AT1G25682|AT1G25682.1	AT1G25682	33	1	0.003412969
AT1G30330|AT1G30330.2	AT1G30330	32.5	1	0.003663004
AT1G30330|AT1G30330.3	AT1G30330	30.5	1	0.007722008
AT1G31020|AT1G31020.1	AT1G31020	26.5	1	0.003703704
AT1G31420|AT1G31420.3	AT1G31420	34.5	1	0.003289474
AT1G31772|AT1G31772.1	AT1G31772	43.5	1	0.002890173
AT1G31950|AT1G31950.3	AT1G31950	22	NA	NA
AT1G33470|AT1G33470.2	AT1G33470	39.5	1	0.003558719
AT1G35320|AT1G35320.1	AT1G35320	42	1	0.002724796
AT1G36050|AT1G36050.2	AT1G36050	22	1	0.004830918
AT1G36310|AT1G36310.1	AT1G36310	37.5	NA	NA
AT1G42550|AT1G42550.1	AT1G42550	46	NA	NA
AT1G45150|AT1G45150.1	AT1G45150	29.5	NA	NA
AT1G45249|AT1G45249.3	AT1G45249	34.5	1	0.003690037
AT1G47410|AT1G47410.2	AT1G47410	38.5	NA	NA
AT1G51355|AT1G51355.1	AT1G51355	26	1	0.008032129
AT1G52100|AT1G52100.3	AT1G52100	39	NA	NA
AT1G53800|AT1G53800.1	AT1G53800	32	1	0.003533569
AT1G54610|AT1G54610.2	AT1G54610	26	NA	NA
AT1G54790|AT1G54790.2	AT1G54790	41	NA	NA
AT1G54830|AT1G54830.3	AT1G54830	27.5	1	0.003802281
AT1G54890|AT1G54890.1	AT1G54890	17.5	NA	NA
AT1G55160|AT1G55160.1	AT1G55160	26.5	1	0.005405405
AT1G57820|AT1G57820.2	AT1G57820	29.5	1	0.004255319
AT1G59530|AT1G59530.1	AT1G59530	24.5	1	0.004237288
AT1G61040|AT1G61040.1	AT1G61040	29.5	1	0.003676471
AT1G61190|AT1G61190.3	AT1G61190	26.5	1	0.004048583
AT1G61660|AT1G61660.7	AT1G61660	38.5	1	0.003278689
AT1G62880|AT1G62880.1	AT1G62880	26.5	1	0.003875969
AT1G63240|AT1G63240.1	AT1G63240	31.5	1	0.003095975
AT1G64185|AT1G64185.1	AT1G64185	36	1	0.003184713
AT1G66080|AT1G66080.1	AT1G66080	17	NA	NA
AT1G67820|AT1G67820.2	AT1G67820	34	NA	NA
AT1G67940|AT1G67940.1	AT1G67940	27	NA	NA
AT1G67970|AT1G67970.1	AT1G67970	34	NA	NA
AT1G68110|AT1G68110.1	AT1G68110	42	NA	NA
AT1G69060|AT1G69060.1	AT1G69060	16	NA	NA
AT1G70280|AT1G70280.2	AT1G70280	39.5	1	0.003703704
AT1G70410|AT1G70410.1	AT1G70410	35.5	NA	NA
AT1G70570|AT1G70570.1	AT1G70570	38	1	0.007168459
AT1G70590|AT1G70590.1	AT1G70590	24	1	0.005050505
AT1G73010|AT1G73010.1	AT1G73010	27	NA	NA
AT1G73220|AT1G73220.1	AT1G73220	33	1	0.003690037
AT1G74710|AT1G74710.1	AT1G74710	41	1	0.00304878
AT1G75770|AT1G75770.1	AT1G75770	36	1	0.003236246
AT1G77140|AT1G77140.1	AT1G77140	31.5	NA	NA
AT1G78060|AT1G78060.1	AT1G78060	28	1	0.004405286
AT1G78660|AT1G78660.1	AT1G78660	32.5	1	0.003236246
AT1G79380|AT1G79380.1	AT1G79380	33.5	1	0.007380074
AT1G80790|AT1G80790.3	AT1G80790	41	1	0.005865103
AT2G01090|AT2G01090.1	AT2G01090	27	NA	NA
AT2G01260|AT2G01260.3	AT2G01260	29	1	0.003571429
AT2G01690|AT2G01690.2	AT2G01690	47.5	1	0.002717391
AT2G01870|AT2G01870.1	AT2G01870	43.5	1	0.002967359
AT2G04039|AT2G04039.3	AT2G04039	35.5	1	0.003322259
AT2G04865|AT2G04865.2	AT2G04865	42	1	0.003144654
AT2G05630|AT2G05630.2	AT2G05630	21.5	1	0.005494505
AT2G06210|AT2G06210.1	AT2G06210	37.5	NA	NA
AT2G06255|AT2G06255.1	AT2G06255	21	1	0.004694836
AT2G09090|AT2G09090.1	AT2G09090	42	NA	NA
AT2G11890|AT2G11890.1	AT2G11890	34	NA	NA
AT2G12646|AT2G12646.1	AT2G12646	23.5	1	0.00456621
AT2G12646|AT2G12646.3	AT2G12646	33.5	1	0.003424658
AT2G16440|AT2G16440.1	AT2G16440	28.5	NA	NA
AT2G17280|AT2G17280.2	AT2G17280	38.5	1	0.003215434
AT2G18950|AT2G18950.2	AT2G18950	36.5	1	0.003389831
AT2G19080|AT2G19080.2	AT2G19080	25	NA	NA
AT2G20815|AT2G20815.3	AT2G20815	34.5	1	0.003703704
AT2G21250|AT2G21250.1	AT2G21250	29	1	0.004115226
AT2G21385|AT2G21385.1	AT2G21385	23	NA	NA
AT2G22330|AT2G22330.2	AT2G22330	34.5	1	0.007843137
AT2G23000|AT2G23000.1	AT2G23000	18	1	0.006849315
AT2G23755|AT2G23755.1	AT2G23755	41.5	1	0.00330033
AT2G24440|AT2G24440.1	AT2G24440	21	NA	NA
AT2G24550|AT2G24550.1	AT2G24550	47	NA	NA
AT2G25880|AT2G25880.2	AT2G25880	21	NA	NA
AT2G26430|AT2G26430.1	AT2G26430	33	1	0.003717472
AT2G27050|AT2G27050.1	AT2G27050	41	1	0.003225806
AT2G28400|AT2G28400.1	AT2G28400	40	1	0.00330033
AT2G29290|AT2G29290.1	AT2G29290	43	1	0.003115265
AT2G29320|AT2G29320.2	AT2G29320	31.5	1	0.003389831
AT2G29340|AT2G29340.3	AT2G29340	26.5	1	0.005
AT2G29995|AT2G29995.1	AT2G29995	24.5	NA	NA
AT2G30520|AT2G30520.3	AT2G30520	25	NA	NA
AT2G30970|AT2G30970.2	AT2G30970	32	1	0.007575758
AT2G31530|AT2G31530.1	AT2G31530	30.5	NA	NA
AT2G31560|AT2G31560.2	AT2G31560	33.5	NA	NA
AT2G32000|AT2G32000.1	AT2G32000	23.5	NA	NA
AT2G35840|AT2G35840.4	AT2G35840	32	1	0.003460208
AT2G36800|AT2G36800.1	AT2G36800	44.5	1	0.002583979
AT2G37460|AT2G37460.1	AT2G37460	40.5	1	0.002932551
AT2G37520|AT2G37520.1	AT2G37520	36	1	0.003257329
AT2G38170|AT2G38170.2	AT2G38170	24	1	0.004878049
AT2G38340|AT2G38340.1	AT2G38340	38	NA	NA
AT2G39250|AT2G39250.2	AT2G39250	33	1	0.003690037
AT2G40085|AT2G40085.1	AT2G40085	44.5	NA	NA
AT2G40300|AT2G40300.1	AT2G40300	42.5	NA	NA
AT2G41540|AT2G41540.2	AT2G41540	37	1	0.003484321
AT2G41960|AT2G41960.1	AT2G41960	39.5	1	0.006944444
AT2G42240|AT2G42240.1	AT2G42240	38	NA	NA
AT2G44150|AT2G44150.1	AT2G44150	41.5	1	0.005012531
AT2G47650|AT2G47650.1	AT2G47650	37	1	0.003484321
AT2G47690|AT2G47690.2	AT2G47690	26	1	0.004291845
AT3G01510|AT3G01510.3	AT3G01510	37.5	1	0.006153846
AT3G01800|AT3G01800.1	AT3G01800	23	1	0.005
AT3G02820|AT3G02820.2	AT3G02820	42.5	1	0.003676471
AT3G04930|AT3G04930.2	AT3G04930	31.5	1	0.003484321
AT3G05290|AT3G05290.1	AT3G05290	27	NA	NA
AT3G05690|AT3G05690.1	AT3G05690	46.5	NA	NA
AT3G06050|AT3G06050.2	AT3G06050	24.5	1	0.004405286
AT3G06400|AT3G06400.1	AT3G06400	28	1	0.004424779
AT3G06480|AT3G06480.2	AT3G06480	36.5	1	0.005571031
AT3G07120|AT3G07120.1	AT3G07120	43	1	0.003039514
AT3G07160|AT3G07160.1	AT3G07160	32	1	0.003731343
AT3G07160|AT3G07160.3	AT3G07160	34.5	1	0.003058104
AT3G07670|AT3G07670.1	AT3G07670	39	NA	NA
AT3G07950|AT3G07950.1	AT3G07950	34.5	1	0.003584229
AT3G08880|AT3G08880.1	AT3G08880	28	NA	NA
AT3G09480|AT3G09480.1	AT3G09480	19	1	0.004784689
AT3G10180|AT3G10180.1	AT3G10180	35	NA	NA
AT3G12620|AT3G12620.2	AT3G12620	20.5	NA	NA
AT3G12830|AT3G12830.1	AT3G12830	27	1	0.004310345
AT3G13530|AT3G13530.1	AT3G13530	35.5	1	0.007168459
AT3G13870|AT3G13870.2	AT3G13870	20	1	0.004651163
AT3G14160|AT3G14160.1	AT3G14160	43.5	1	0.002747253
AT3G14390|AT3G14390.1	AT3G14390	36.5	1	0.003322259
AT3G14595|AT3G14595.1	AT3G14595	37.5	NA	NA
AT3G15590|AT3G15590.2	AT3G15590	47.5	NA	NA
AT3G17205|AT3G17205.1	AT3G17205	39.5	1	0.003115265
AT3G17300|AT3G17300.3	AT3G17300	36	1	0.003367003
AT3G18300|AT3G18300.1	AT3G18300	36.5	NA	NA
AT3G18990|AT3G18990.1	AT3G18990	41	1	0.006688963
AT3G19720|AT3G19720.1	AT3G19720	23	1	0.008298755
AT3G21650|AT3G21650.2	AT3G21650	41	1	0.008152174
AT3G21710|AT3G21710.2	AT3G21710	30.5	NA	NA
AT3G23400|AT3G23400.3	AT3G23400	45.5	NA	NA
AT3G23660|AT3G23660.1	AT3G23660	29	1	0.004115226
AT3G24180|AT3G24180.2	AT3G24180	38.5	1	0.003322259
AT3G26600|AT3G26600.1	AT3G26600	45	1	0.002638522
AT3G27340|AT3G27340.2	AT3G27340	39.5	NA	NA
AT3G29170|AT3G29170.1	AT3G29170	23.5	NA	NA
AT3G44610|AT3G44610.1	AT3G44610	46.5	1	0.002785515
AT3G44940|AT3G44940.1	AT3G44940	26	1	0.010309278
AT3G45230|AT3G45230.1	AT3G45230	40	1	0.00330033
AT3G50220|AT3G50220.1	AT3G50220	31.5	NA	NA
AT3G50910|AT3G50910.1	AT3G50910	38.5	NA	NA
AT3G52220|AT3G52220.1	AT3G52220	26.5	1	0.004385965
AT3G52420|AT3G52420.1	AT3G52420	22	1	0.005154639
AT3G53780|AT3G53780.1	AT3G53780	39	NA	NA
AT3G53850|AT3G53850.3	AT3G53850	40	NA	NA
AT3G54880|AT3G54880.1	AT3G54880	27.5	NA	NA
AT3G57450|AT3G57450.1	AT3G57450	25.5	1	0.003496503
AT3G58800|AT3G58800.1	AT3G58800	34	1	0.003355705
AT3G59090|AT3G59090.4	AT3G59090	22.5	NA	NA
AT3G59280|AT3G59280.1	AT3G59280	31	1	0.004149378
AT3G60260|AT3G60260.4	AT3G60260	27.5	1	0.004329004
AT3G60370|AT3G60370.2	AT3G60370	42	NA	NA
AT3G60810|AT3G60810.2	AT3G60810	33	NA	NA
AT4G00200|AT4G00200.2	AT4G00200	27	NA	NA
AT4G00560|AT4G00560.1	AT4G00560	36.5	NA	NA
AT4G00560|AT4G00560.2	AT4G00560	35	NA	NA
AT4G02075|AT4G02075.1	AT4G02075	37.5	1	0.003205128
AT4G03200|AT4G03200.2	AT4G03200	43.5	NA	NA
AT4G03320|AT4G03320.1	AT4G03320	49.5	1	0.002444988
AT4G08460|AT4G08460.4	AT4G08460	21.5	1	0.004424779
AT4G09200|AT4G09200.1	AT4G09200	27	NA	NA
AT4G09490|AT4G09490.1	AT4G09490	42	1	0.00286533
AT4G09520|AT4G09520.1	AT4G09520	40	1	0.003030303
AT4G09695|AT4G09695.1	AT4G09695	32.5	1	0.003676471
AT4G11560|AT4G11560.1	AT4G11560	28.5	NA	NA
AT4G12300|AT4G12300.1	AT4G12300	44	1	0.002857143
AT4G12560|AT4G12560.1	AT4G12560	28	1	0.003636364
AT4G12910|AT4G12910.1	AT4G12910	39.5	1	0.003164557
AT4G14480|AT4G14480.1	AT4G14480	44.5	1	0.002793296
AT4G15020|AT4G15020.2	AT4G15020	39.5	1	0.003623188
AT4G15160|AT4G15160.1	AT4G15160	30.5	NA	NA
AT4G15510|AT4G15510.3	AT4G15510	37.5	1	0.003012048
AT4G15690|AT4G15690.1	AT4G15690	17.5	NA	NA
AT4G15770|AT4G15770.1	AT4G15770	27.5	1	0.004926108
AT4G16380|AT4G16380.1	AT4G16380	27	1	0.004132231
AT4G16447|AT4G16447.1	AT4G16447	30	1	0.003875969
AT4G16480|AT4G16480.2	AT4G16480	34	1	0.003968254
AT4G16520|AT4G16520.3	AT4G16520	33	1	0.003676471
AT4G17020|AT4G17020.1	AT4G17020	21	1	0.005376344
AT4G17830|AT4G17830.2	AT4G17830	31.5	1	0.003623188
AT4G21660|AT4G21660.1	AT4G21660	36	NA	NA
AT4G23620|AT4G23620.1	AT4G23620	37	1	0.006079027
AT4G24620|AT4G24620.1	AT4G24620	17	1	0.005847953
AT4G25820|AT4G25820.1	AT4G25820	41.5	NA	NA
AT4G25880|AT4G25880.1	AT4G25880	21	1	0.005376344
AT4G26090|AT4G26090.1	AT4G26090	41	1	0.003205128
AT4G26900|AT4G26900.1	AT4G26900	40	1	0.002949853
AT4G27690|AT4G27690.2	AT4G27690	33.5	NA	NA
AT4G27745|AT4G27745.3	AT4G27745	28.5	1	0.004065041
AT4G27745|AT4G27745.4	AT4G27745	26	NA	NA
AT4G28640|AT4G28640.2	AT4G28640	28	1	0.004098361
AT4G28640|AT4G28640.3	AT4G28640	27.5	1	0.003861004
AT4G29130|AT4G29130.1	AT4G29130	27	1	0.003636364
AT4G29210|AT4G29210.2	AT4G29210	39.5	1	0.003003003
AT4G29520|AT4G29520.1	AT4G29520	28	1	0.0041841
AT4G30850|AT4G30850.1	AT4G30850	27	NA	NA
AT4G31450|AT4G31450.2	AT4G31450	37	NA	NA
AT4G32180|AT4G32180.2	AT4G32180	42	NA	NA
AT4G33430|AT4G33430.2	AT4G33430	24.5	NA	NA
AT4G33650|AT4G33650.1	AT4G33650	44.5	1	0.014619883
AT4G35020|AT4G35020.5	AT4G35020	31.5	NA	NA
AT4G35270|AT4G35270.2	AT4G35270	36.5	1	0.003690037
AT4G35270|AT4G35270.3	AT4G35270	41	1	0.003322259
AT4G36210|AT4G36210.1	AT4G36210	39	1	0.003472222
AT4G37210|AT4G37210.1	AT4G37210	42.5	NA	NA
AT4G38240|AT4G38240.1	AT4G38240	27	NA	NA
AT4G38940|AT4G38940.1	AT4G38940	28	NA	NA
AT5G02250|AT5G02250.1	AT5G02250	47	1	0.002610966
AT5G03500|AT5G03500.4	AT5G03500	38	NA	NA
AT5G04445|AT5G04445.1	AT5G04445	24.5	NA	NA
AT5G04560|AT5G04560.2	AT5G04560	34	NA	NA
AT5G06550|AT5G06550.1	AT5G06550	20	1	0.004651163
AT5G06760|AT5G06760.1	AT5G06760	41	1	0.003257329
AT5G07360|AT5G07360.2	AT5G07360	24	1	0.005291005
AT5G09960|AT5G09960.1	AT5G09960	34.5	1	0.002857143
AT5G11840|AT5G11840.1	AT5G11840	42.5	1	0.003174603
AT5G11930|AT5G11930.1	AT5G11930	21.5	1	0.005376344
AT5G13330|AT5G13330.1	AT5G13330	24	1	0.005882353
AT5G14890|AT5G14890.1	AT5G14890	24	NA	NA
AT5G16840|AT5G16840.1	AT5G16840	40	1	0.003378378
AT5G16920|AT5G16920.1	AT5G16920	21.5	1	0.005813953
AT5G17410|AT5G17410.2	AT5G17410	43.5	1	0.003144654
AT5G17610|AT5G17610.1	AT5G17610	29	1	0.004166667
AT5G17710|AT5G17710.2	AT5G17710	38	1	0.003508772
AT5G20060|AT5G20060.4	AT5G20060	31	NA	NA
AT5G20250|AT5G20250.4	AT5G20250	36.5	1	0.003636364
AT5G20600|AT5G20600.1	AT5G20600	20	1	0.004975124
AT5G20660|AT5G20660.2	AT5G20660	32	1	0.004237288
AT5G21280|AT5G21280.1	AT5G21280	35	NA	NA
AT5G22050|AT5G22050.2	AT5G22050	35.5	NA	NA
AT5G22620|AT5G22620.1	AT5G22620	31.5	NA	NA
AT5G24150|AT5G24150.2	AT5G24150	21.5	1	0.005376344
AT5G26940|AT5G26940.4	AT5G26940	38	1	0.003267974
AT5G27410|AT5G27410.3	AT5G27410	26	1	0.005181347
AT5G38150|AT5G38150.1	AT5G38150	40.5	1	0.003030303
AT5G38520|AT5G38520.1	AT5G38520	31.5	NA	NA
AT5G39190|AT5G39190.2	AT5G39190	27	NA	NA
AT5G41240|AT5G41240.1	AT5G41240	32.5	NA	NA
AT5G41560|AT5G41560.2	AT5G41560	33.5	1	0.002949853
AT5G42870|AT5G42870.2	AT5G42870	38.5	1	0.003344482
AT5G43810|AT5G43810.1	AT5G43810	47.5	1	0.002898551
AT5G48470|AT5G48470.1	AT5G48470	24.5	NA	NA
AT5G49760|AT5G49760.1	AT5G49760	39	NA	NA
AT5G49945|AT5G49945.1	AT5G49945	49.5	1	0.00273224
AT5G51050|AT5G51050.1	AT5G51050	28	NA	NA
AT5G53620|AT5G53620.1	AT5G53620	38	1	0.006309148
AT5G53980|AT5G53980.1	AT5G53980	36.5	NA	NA
AT5G54860|AT5G54860.1	AT5G54860	46	1	0.00295858
AT5G55850|AT5G55850.1	AT5G55850	23.5	1	0.005464481
AT5G56360|AT5G56360.1	AT5G56360	31.5	NA	NA
AT5G57770|AT5G57770.1	AT5G57770	23	NA	NA
AT5G58240|AT5G58240.1	AT5G58240	26.5	1	0.004149378
AT5G59430|AT5G59430.2	AT5G59430	36	1	0.003496503
AT5G59830|AT5G59830.1	AT5G59830	30	1	0.003968254
AT5G60300|AT5G60300.2	AT5G60300	31.5	1	0.003816794
AT5G61510|AT5G61510.1	AT5G61510	28	1	0.004201681
AT5G62440|AT5G62440.1	AT5G62440	34.5	1	0.003623188
AT5G63600|AT5G63600.1	AT5G63600	32	1	0.003731343
AT5G64020|AT5G64020.1	AT5G64020	25	1	0.004761905
AT5G64460|AT5G64460.2	AT5G64460	31	1	0.004048583
AT5G65575|AT5G65575.1	AT5G65575	39	1	0.003401361
AT5G66320|AT5G66320.1	AT5G66320	28	NA	NA
AT5G66950|AT5G66950.1	AT5G66950	38	1	0.003021148
AT5G67540|AT5G67540.1	AT5G67540	34.5	1	0.003484321
AT1G01060|AT1G01060.2	AT1G01060	25	2	0.010050251
AT1G01060|AT1G01060.7	AT1G01060	33	1	0.003584229
AT1G02950|AT1G02950.5	AT1G02950	41.5	2	0.005763689
AT1G03055|AT1G03055.1	AT1G03055	22	NA	NA
AT1G03080|AT1G03080.1	AT1G03080	38	2	0.007380074
AT1G03650|AT1G03650.1	AT1G03650	23.5	2	0.010752688
AT1G03750|AT1G03750.1	AT1G03750	29	1	0.003484321
AT1G04527|AT1G04527.1	AT1G04527	31.5	1	0.003623188
AT1G05385|AT1G05385.2	AT1G05385	22.5	2	0.008298755
AT1G07175|AT1G07175.2	AT1G07175	27.5	2	0.008230453
AT1G08347|AT1G08347.1	AT1G08347	26	1	0.0125
AT1G08550|AT1G08550.1	AT1G08550	29.5	1	0.003623188
AT1G11100|AT1G11100.2	AT1G11100	44	2	0.005434783
AT1G11360|AT1G11360.3	AT1G11360	45	1	0.00295858
AT1G11660|AT1G11660.1	AT1G11660	23	1	0.004761905
AT1G11780|AT1G11780.1	AT1G11780	28	1	0.004065041
AT1G12380|AT1G12380.1	AT1G12380	37	1	0.003257329
AT1G14205|AT1G14205.1	AT1G14205	37	1	0.003236246
AT1G14360|AT1G14360.1	AT1G14360	28.5	1	0.017777778
AT1G15220|AT1G15220.2	AT1G15220	36.5	2	0.006802721
AT1G15970|AT1G15970.1	AT1G15970	28	2	0.009708738
AT1G17470|AT1G17470.2	AT1G17470	37.5	2	0.006849315
AT1G18450|AT1G18450.1	AT1G18450	25	1	0.004065041
AT1G20830|AT1G20830.2	AT1G20830	26.5	2	0.013274336
AT1G21560|AT1G21560.6	AT1G21560	35	NA	NA
AT1G21710|AT1G21710.1	AT1G21710	34.5	2	0.007751938
AT1G26180|AT1G26180.1	AT1G26180	26.5	1	0.004310345
AT1G26300|AT1G26300.2	AT1G26300	24	NA	NA
AT1G27200|AT1G27200.1	AT1G27200	37	1	0.003225806
AT1G30260|AT1G30260.1	AT1G30260	42.5	2	0.007117438
AT1G30630|AT1G30630.1	AT1G30630	23.5	1	0.005102041
AT1G30690|AT1G30690.2	AT1G30690	37	1	0.003246753
AT1G35320|AT1G35320.2	AT1G35320	41	2	0.005763689
AT1G36160|AT1G36160.1	AT1G36160	31	2	0.007518797
AT1G45130|AT1G45130.1	AT1G45130	34.5	NA	NA
AT1G47900|AT1G47900.1	AT1G47900	42	1	0.003039514
AT1G47970|AT1G47970.1	AT1G47970	36	1	0.003546099
AT1G52100|AT1G52100.4	AT1G52100	40.5	1	0.003058104
AT1G52260|AT1G52260.1	AT1G52260	36	2	0.006578947
AT1G53710|AT1G53710.1	AT1G53710	22	2	0.01183432
AT1G54575|AT1G54575.1	AT1G54575	37	1	0.003003003
AT1G58848|AT1G58848.1	AT1G58848	34	1	0.003558719
AT1G60995|AT1G60995.1	AT1G60995	30.5	1	0.003484321
AT1G62660|AT1G62660.3	AT1G62660	43	1	0.002688172
AT1G68810|AT1G68810.1	AT1G68810	31	2	0.007380074
AT1G69210|AT1G69210.1	AT1G69210	42	2	0.006349206
AT1G69220|AT1G69220.1	AT1G69220	24	2	0.013888889
AT1G69526|AT1G69526.1	AT1G69526	26	NA	NA
AT1G70530|AT1G70530.2	AT1G70530	29.5	1	0.003745318
AT1G70580|AT1G70580.2	AT1G70580	37.5	1	0.009615385
AT1G70810|AT1G70810.1	AT1G70810	31	NA	NA
AT1G72690|AT1G72690.1	AT1G72690	30.5	NA	NA
AT1G73750|AT1G73750.1	AT1G73750	34.5	2	0.007434944
AT1G74730|AT1G74730.1	AT1G74730	44.5	2	0.00530504
AT1G75210|AT1G75210.3	AT1G75210	26.5	NA	NA
AT1G75335|AT1G75335.1	AT1G75335	22	2	0.013043478
AT1G79730|AT1G79730.1	AT1G79730	35	2	0.00729927
AT1G79760|AT1G79760.1	AT1G79760	42	1	0.002610966
AT1G79985|AT1G79985.3	AT1G79985	51.5	1	0.005681818
AT2G02710|AT2G02710.2	AT2G02710	35	1	0.003355705
AT2G04270|AT2G04270.4	AT2G04270	28	2	0.017621145
AT2G04360|AT2G04360.3	AT2G04360	42	NA	NA
AT2G15480|AT2G15480.1	AT2G15480	30	2	0.008
AT2G19950|AT2G19950.2	AT2G19950	31.5	2	0.007042254
AT2G20390|AT2G20390.1	AT2G20390	26.5	1	0.003533569
AT2G22120|AT2G22120.1	AT2G22120	34	1	0.007662835
AT2G22910|AT2G22910.1	AT2G22910	20	NA	NA
AT2G24540|AT2G24540.1	AT2G24540	28.5	2	0.007220217
